,company_name,Series,Total_Likes,Total_Retweets,Series_Amount,Market,tweet_count,get_dayrange,get_dayiqr,likes_mean,retweets_mean,persontag_count_mean,hashtag_count_mean,text_length_mean,persontags_count_mean,hashtags_count_mean,links_count_mean,self_mention_mean,self_tweet_mean,likes_std,retweets_std,persontag_count_std,hashtag_count_std,text_length_std,persontags_count_std,hashtags_count_std,links_count_std,self_mention_std,self_tweet_std,is_Biotechnology,is_Software,is_Health Care,is_Enterprise Software,is_Clean Technology,is_Hardware + Software,is_Semiconductors,is_Curated Web,is_Mobile,is_Web Hosting,is_Series_A,is_Series_B,is_Series_C,is_Series_D,mean_neg,mean_pos,total_neg,total_pos,Total_Likes_scaled,Total_Retweets_scaled,tweet_count_scaled,get_dayrange_scaled,get_dayiqr_scaled,likes_mean_scaled,retweets_mean_scaled,persontag_count_mean_scaled,hashtag_count_mean_scaled,text_length_mean_scaled,persontags_count_mean_scaled,hashtags_count_mean_scaled,links_count_mean_scaled,self_mention_mean_scaled,self_tweet_mean_scaled,likes_std_scaled,retweets_std_scaled,persontag_count_std_scaled,hashtag_count_std_scaled,text_length_std_scaled,persontags_count_std_scaled,hashtags_count_std_scaled,links_count_std_scaled,self_mention_std_scaled,self_tweet_std_scaled,is_Biotechnology_scaled,is_Software_scaled,is_Health Care_scaled,is_Enterprise Software_scaled,is_Clean Technology_scaled,is_Hardware + Software_scaled,is_Semiconductors_scaled,is_Curated Web_scaled,is_Mobile_scaled,is_Web Hosting_scaled,is_Series_A_scaled,is_Series_B_scaled,is_Series_C_scaled,is_Series_D_scaled,mean_neg_scaled,mean_pos_scaled,total_neg_scaled,total_pos_scaled,Series_Amount_scaled
114,Bluebox,_Series_B,122,92,18000000,Advertising,196,6,3,0.62244898,0.56122449,0.903061224,1.12755102,114.8571429,0.846938776,1.071428571,0.515306122,0.18877551,0.132653061,1.017944698,1.760339865,1.157269473,1.648326618,52.48804504,1.157823252,1.634562593,0.549844181,0.392332317,0.34006802,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.044676088,0.049546627,0.031055901,0.086956522,4.986215331104417,12.731151166960935,9.231012963989976,2.061605081295659,1.404608550028272,0.235750531263014,0.30571528254824165,0.5122169225380561,0.4774959152498969,39.298133350968,0.48385646101435104,0.4614373650420603,0.495480513833023,0.10427965315591821,0.07551054311484968,0.43430744064006355,0.6862260646487718,0.6068801819198385,1.0827012276773926,1.654216958163105,0.6026223038572701,1.1056163712576603,2.1422630461668817,0.3480733387400445,0.25389054749695694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.05289756375793646,0.059768017183980976,0.03491118973269131,0.12118824039718727,16.70588231586044
115,Bluestacks,_Series_A,11,20,7600000,-,165,8,3,0.066666667,0.121212121,0.436363636,0.296969697,106.9393939,0.43030303,0.290909091,0.848484848,0.0,0.0,0.294943842,0.527163125,0.790884879,0.709037844,32.03022524,0.790370725,0.70726355,0.407342078,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.005905696,0.041551899,0.0,0.039215686,2.5307812762737596,5.9228537167768085,8.75996382578017,2.3454766147337156,1.404608550028272,0.05787911488802379,0.1033332694427656,0.31775503675513334,0.22002446604978632,37.31081558381406,0.3108269767078152,0.21558738894979043,0.7993743720109497,0.0,0.0,0.2142988277165952,0.35703951133252904,0.4861662207432032,0.5678287367664038,1.5879785570181013,0.4832314170795833,0.5749962132626113,1.1279212875661937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.006037673417578338,0.048614814625805795,0.0,0.04547438114647825,15.84365880525656
116,BodyShopBids,_Series_B,17,101,10000000,Biotechnology,168,606,107,0.101190476,0.601190476,1.625,0.375,123.7321429,1.595238095,0.363095238,0.720238095,0.083333333,0.166666667,0.33977592,1.021563208,2.066810728,0.680678598,39.33085108,2.036311375,0.678370673,0.52398285,0.277211665,0.373792133,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.039982407,0.036102908,0.075,0.008333333,2.9525626903604674,13.301450416693097,8.80850815963809,7.783058493513174,4.895467547679639,0.0820455527712186,0.3167402784834536,0.6902553054765476,0.2598835275903037,41.478999698884586,0.6651191068656072,0.2525914584226194,0.6836566530488869,0.0625404076476196,0.08416722103950233,0.23682598932054677,0.5331438047075235,0.7991590017838736,0.5490987226470537,1.6174910622053986,0.7862752956915001,0.5553508218034775,1.9205718839439279,0.25393877176272694,0.2722283590623636,0.013366474142833182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.046499234966873124,0.0413712109520313,0.09978907474431171,0.008597500129969972,16.11809565095832
117,Booyah,_Series_A,3,0,4500000,Apps,216,61,32,0.013888889,0.0,0.106481481,0.018518519,68.39814815,0.101851852,0.018518519,0.060185185,0.0,0.0,0.117301705,0.0,0.389101086,0.166019415,37.72444518,0.384340324,0.166019415,0.257154307,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.049027607,0.085626207,0.037037037,0.055555556,1.400495321769023,0.0,9.504057320608517,4.671000686755365,3.614583616434615,0.013471338770422826,0.0,0.09749852000247788,0.01812824118297606,26.923922225557288,0.09329229057662472,0.01812120109812647,0.05987086873076856,0.0,0.0,0.10218982961740347,0.0,0.29631405022147317,0.15614451873868104,1.6117353457812214,0.29257887578300323,0.15679054504389878,0.49117147495072083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.05902446807286427,0.11871906671940982,0.04259290540648869,0.06857910845025009,15.319587954740548
118,Booyah,_Series_B,7,0,5000000,Apps,219,1,1,0.03196347,0.0,0.232876712,0.068493151,78.88127854,0.223744292,0.068493151,0.100456621,0.00456621,0.0,0.308713338,0.0,0.602454032,0.302683736,36.52753851,0.590585659,0.302683736,0.301296543,0.067573738,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.020498914,0.055718322,0.0,0.076923077,2.111502714214265,0.0,9.543247239270505,0.7074663335665838,0.697705719516204,0.029821086763169448,0.0,0.1939756863504476,0.06342946770713524,29.887308121229623,0.18631808458588617,0.06334153331809059,0.0995939600987199,0.0044896168987068295,0.0,0.22142306378908252,0.0,0.4068804076836498,0.27204100157700195,1.6072035176998116,0.39954721933615966,0.27399017561035144,0.6424843312192663,0.06603792184996353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.022140241138928044,0.06882303992264246,0.0,0.10311252423683483,15.424948470398375
120,BountyJobs,_Series_C,6,27,4800000,Curated Web,204,973,398,0.029411765,0.132352941,0.583333333,0.18627451,107.9607843,0.56372549,0.181372549,0.401960784,0.088235294,0.073529412,0.169373366,0.493437079,0.95097392,0.538752292,30.98225189,0.95249625,0.526580266,0.501422684,0.284334542,0.261645596,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.028620661,0.03494639,0.0,0.041666667,1.9739674821698225,6.945259940650169,9.342796063211873,8.482024681918684,6.340939324622643,0.027589729292925202,0.11129840517810147,0.3897038523300473,0.1528938682765454,37.56952183621197,0.3752853476122901,0.1490721761774025,0.38948001401073545,0.06519749155821945,0.0527064440004169,0.1394794896789955,0.3411761602129389,0.543486019553797,0.45144308796000154,1.5829128534726247,0.5405102181664495,0.4478604931703181,1.7419445115649936,0.25993136863809857,0.20746393146858486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009547481704436677,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.031877587758679,0.03987002544669222,0.0,0.04877045196814265,15.38412647587812
122,Boxee,_Series_A,2,0,4000000,,152,4,2,0.013157895,0.0,0.835526316,0.006578947,78.55263158,0.828947368,0.006578947,0.368421053,0.342105263,0.072368421,0.114327409,0.0,0.494259483,0.081110711,39.76400407,0.48522973,0.081110711,0.483971026,0.475982959,0.259953477,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.027955328,0.020460116,0.0,0.058823529,1.1075182856746335,0.0,8.54106524080988,1.6880524531184802,1.1100931841904966,0.012782653133021455,0.0,0.489444351923828,0.006529042181974238,29.796208528819587,0.47786743719359176,0.006528133541279429,0.35782604656264455,0.1319146669189789,0.05212576052854478,0.09992787974949902,0.0,0.3540503935500891,0.07864251756736823,1.618983286272204,0.34799057245018267,0.07880706161207646,1.6126710741172592,0.4131163425767535,0.20639860061874035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.0310580620104055,0.022095097537882507,0.0,0.07353087613138867,15.201804919084164
123,Boxee,_Series_B,6,0,6000000,,170,1,1,0.035294118,0.0,0.188235294,0.041176471,89.08823529,0.176470588,0.041176471,0.658823529,0.082352941,0.017647059,0.324431549,0.0,0.461387607,0.227043836,24.92873588,0.439915823,0.227043836,0.475505117,0.2757138,0.132053845,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.033601283,0.056926031,0.090909091,0.181818182,1.9739674821698225,0.0,8.84048688307634,0.7074663335665838,0.697705719516204,0.032697004776246284,0.0,0.1619416861171836,0.039293287439536716,32.66470900118698,0.1523093558885446,0.039259904262790565,0.627703745210486,0.06199818306580513,0.016207724726273243,0.22933001063500272,0.0,0.3367364182315745,0.20914738184025713,1.547736560265174,0.323901544143558,0.21030323030652023,1.5526394815544056,0.25267562469764854,0.11667411468162449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.03813974282562573,0.07064179140607596,0.12865905743146355,0.36799950102132617,15.60727002719233
125,Boxfish,_Series_B,84,97,7000000,Internet TV,196,113,62,2.137755102,1.515306122,0.326530612,0.306122449,98.10714286,0.224489796,0.295918367,0.428571429,0.035714286,0.0,20.90997561,13.77827239,0.56885869,0.827825861,47.90582375,0.496771366,0.825356907,0.526234812,0.186052102,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.071081624,0.061786079,0.006993007,0.034965035,4.590709406225113,13.05189039181226,9.231012963989976,5.461415730289156,4.309606633179421,0.2851254300664785,0.44822240037022415,0.2550432174427648,0.22498685712928523,35.04276491783606,0.1868353705943292,0.21831311506156337,0.41449880156588514,0.03140793319400482,0.0,0.6608528128360901,1.0763179471542121,0.3911175686161711,0.643723682002021,1.6431584065870766,0.35393192026273135,0.6528474069241608,1.939142166246072,0.17509947595230624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.09315337873851344,0.07811962596984243,0.007178491617638985,0.0398941278222953,15.761420707019587
126,Brammo,_Series_B,7,57,28000000,Business Services,182,19,6,0.038461538,0.313186813,1.741758242,0.543956044,114.3956044,1.675824176,0.527472527,0.681318681,0.032967033,0.0,0.192838197,0.652865979,2.580058072,0.838139058,31.45561782,2.546662453,0.832232694,0.478928843,0.179042848,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.015611699,0.030912497,0.011363636,0.011363636,2.111502714214265,10.12186412842894,9.026274778942744,3.275778348553935,1.9821228554116375,0.03539414410244583,0.21504454336179082,0.7112600540429412,0.3303932746998442,39.18340561659666,0.6791061482788086,0.3216738942417141,0.6482403894115041,0.029271020951271463,0.0,0.1549632315726588,0.41092157240480487,0.8709257093641707,0.6501280635435611,1.5852320311535297,0.8570200597629316,0.6572650967238313,1.5767104514878074,0.16886459830225398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.016553605356307795,0.034731061372495556,0.011858096007219675,0.011858096007219675,17.14771506813948
127,Brammo,_Series_C,61,129,25000000,Business Services,200,16,9,0.305,0.69,1.315,0.5,105.72,1.26,0.49,0.745,0.025,0.0,0.833937804,1.357613928,2.123279676,0.966785068,34.55476463,2.105842554,0.951011099,0.480760495,0.156516732,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.023736367,0.042693265,0.018987342,0.056962025,4.254709972521921,14.902613729084916,9.287352398861659,3.082878944891194,2.353404415513874,0.17438463200407991,0.3386610264698984,0.6256695260085458,0.31381896850205826,37.00101586377743,0.5973572699648501,0.30750538698892566,0.706115557890549,0.02282893052561272,0.0,0.39840394538390594,0.6136602984328922,0.8079962306719276,0.7277333214984787,1.599229676259843,0.7970437919796537,0.7317297509572286,1.5897029994709884,0.14865021937819914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.025952691039686678,0.05016833781111734,0.02039089771280468,0.07069623538326583,17.034386382832476
128,Brammo,_Series_D,174,134,9500000,Business Services,172,9,4,1.011627907,0.779069767,2.552325581,0.598837209,122.8488372,2.511627907,0.593023256,0.63372093,0.040697674,0.0,1.470920355,1.489936321,3.53638487,0.983250866,46.46120621,3.528477915,0.977859065,0.56155808,0.198165804,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.017921685,0.052094557,0.0,0.044776119,5.365605135599388,15.165914549182919,8.872165813877029,2.465739925900223,1.6341573411953878,0.2645309763290008,0.35761953455347534,0.8232290139814848,0.34960911283893314,41.26403054421685,0.7893706194134207,0.34457555939863543,0.6047281626465676,0.035178234945896995,0.0,0.49531134040940195,0.6398686006279964,0.9678202528220171,0.7373756525682004,1.6393369649181084,0.954562586500384,0.7480985395212483,2.2489456607161933,0.18581448386894756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302392658787734,0.019169212290267627,0.06345827807926828,0.0,0.05303627877401491,16.06680235657077
129,Brandwatch,_Series_A,16,50,1500000,E-Commerce,188,97,52,0.085106383,0.265957447,0.5,0.622340426,104.7180851,0.473404255,0.537234043,0.558510638,0.069148936,0.143617021,0.298286532,0.569745828,0.950654151,1.128593299,32.26445359,0.944635915,0.999302863,0.497890647,0.254384692,0.351637426,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.021505585,0.043431931,0.014084507,0.070422535,2.892952062832003,9.491947021546482,9.11551240267068,5.2625056025192105,4.122995385789766,0.07121089621125451,0.19192570021740157,0.3504116572259412,0.35737822277752124,36.745692041858014,0.3328021928489982,0.32523094385552503,0.5355101308013919,0.054326471423095775,0.07858105604690624,0.21604566970865724,0.3761760161947134,0.5433792631667185,0.8198668643530784,1.5890772295887563,0.5379170913237253,0.7610559146580671,1.7151683196901113,0.23457541419821232,0.26028446158850926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.023316051083100187,0.05118053736284236,0.014848602565684791,0.09205491914539685,14.22097566607244
130,Brandwatch,_Series_B,182,135,22000000,E-Commerce,200,4,2,0.955,0.95,1.26,0.775,114.295,1.19,0.68,0.525,0.19,0.14,1.400995698,3.196653401,1.220593809,1.024511159,39.46995518,1.225319156,1.021182682,0.500627747,0.39328535,0.347857766,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.042609087,0.071068894,0.016,0.048,5.413841715696411,15.217866318564319,9.287352398861659,1.6880524531184802,1.1100931841904966,0.26181813126851716,0.3873889309806782,0.6126146528944582,0.40208299782977935,39.15837986748919,0.580857733099437,0.37172888120602643,0.5044794785172918,0.10461650011113834,0.07760006697958181,0.48774793041632775,0.8386412322868853,0.6243819883499154,0.7612640104989239,1.6179729454220733,0.6209406320106096,0.7741722004979277,1.735890620976675,0.34882954035149594,0.2582076572805631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.05005332771676587,0.09313211461918426,0.01699018067761707,0.05756040173828963,16.90655301132259
131,Breather,_Series_A,144,94,6000000,Mobile Security,210,0,0,1.247619048,1.361904762,0.533333333,0.40952381,107.0,0.504761905,0.4,0.357142857,0.014285714,0.004761905,5.732941749,10.21128357,0.907877979,0.728046979,34.88724147,0.89788491,0.713506068,0.499829089,0.118949606,0.069006556,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.03859952,0.05399035,0.0,0.060240964,5.163021673944982,12.8606644390663,9.424350023611067,0.0,0.0,0.272869806772867,0.43568551394966504,0.3665737623330328,0.27589268123019667,37.32618636209631,0.34807342227324833,0.26977746504779115,0.34715113420416754,0.013555896100865978,0.004652235463408494,0.6290731354683917,1.0430783148522076,0.5288341511851845,0.5802470594248926,1.600620438679371,0.5221261365852906,0.5792086885770873,1.7298245147083173,0.11431799955130147,0.06455935348863258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.04465485451735009,0.066247688484672,0.0,0.07571441674283892,15.60727002719233
132,Bright,_Series_A,21,68,6000000,Search,218,0,0,0.096330275,0.628440367,0.23853211,0.206422018,86.30275229,0.201834862,0.188073394,0.224770642,0.0,0.0,0.65457294,4.380993548,0.524058648,0.515702774,38.88432677,0.503989915,0.466820754,0.41839191,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.061324212,0.099136693,0.0,0.128571429,3.1622390350390592,11.025151143383317,9.53023201295621,0.0,0.0,0.07884580099537865,0.3238247044178985,0.19789039499854325,0.16618042953580114,31.91634698567184,0.17085704927960346,0.15355970075811823,0.22063743710738762,0.0,0.0,0.3535519822853291,0.9069838737405609,0.3692142071066864,0.43492091220394286,1.615926857806457,0.3576092858692743,0.4033875243820149,1.1901056960402883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.07739791479680524,0.1448733561637377,0.0,0.2108481940187496,15.60727002719233
133,Bright,_Series_B,69,53,14000000,Search,212,0,0,0.325471698,0.25,0.268867925,0.245283019,94.02358491,0.20754717,0.202830189,0.183962264,0.004716981,0.0,0.703890518,0.75334955,0.574639917,0.852221193,34.51127174,0.509938778,0.703000684,0.400387678,0.068680282,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.084228145,0.148506886,0.050847458,0.203389831,4.383765141601008,9.767914068389045,9.45111965646582,0.0,0.0,0.1804529202748116,0.18355476922954725,0.21837022629801547,0.1904035058565766,33.97425286182335,0.17493695342214843,0.1632341402897957,0.18115444392295016,0.0046352807249840184,0.0,0.3670642804778092,0.44888249251712725,0.3938694009971452,0.6588274416349026,1.5990462702092374,0.3606178494348051,0.572113124443127,1.0900163184744307,0.06709469835747944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.11614839935015366,0.26344194392476145,0.061643704576241944,0.44849286266160654,16.454567887579532
135,BrightScope,_Series_C,7,104,3000000,Finance,187,71,37,0.037433155,0.556149733,1.090909091,0.401069519,132.0213904,1.053475936,0.390374332,0.85026738,0.064171123,0.155080214,0.190330329,0.880372684,1.314629318,0.826053534,35.71345899,1.289880466,0.791428115,0.386655682,0.245715398,0.362952897,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,2.111502714214265,13.48477558654125,9.100799421805428,4.862442310972235,3.765497686613863,0.034522454809168365,0.3042581600122286,0.5687703591283376,0.2720569741425674,43.475166833734775,0.5457687199378742,0.265398861757349,0.8009724970846904,0.05124678777371996,0.08149622867023984,0.15334471259698865,0.49152880727341314,0.648911889389145,0.6426202271663117,1.6039926471694028,0.6376184730364669,0.6308678156335383,1.0178818503122065,0.2271570784566008,0.2664332137678914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,,,,,14.914122846632385
136,Brighter,_Series_A,13,30,5000000,Content Marketing,176,0,0,0.482954545,1.221590909,0.147727273,0.153409091,92.79545455,0.130681818,0.142045455,0.136363636,0.0,0.0,6.031322463,14.02331894,0.42867964,0.391757611,30.94166275,0.399959414,0.381342468,0.344153394,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.032293721,0.054171227,0.027777778,0.027777778,2.6908394291366555,7.335919388263486,8.934649011030691,0.0,0.0,0.21580032046695227,0.4220316024412149,0.13100826927529163,0.13005875739302508,33.650282875201306,0.1169283966414778,0.12147397003248736,0.13479464590905263,0.0,0.0,0.631483755041857,1.0780667856051849,0.3188622917752633,0.34252426613622555,1.5827115466077584,0.30159052184828966,0.33740625897223003,0.8160978554487597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.03647380692636837,0.06651579060248579,0.030840033342069403,0.030840033342069403,15.424948470398375
137,Brighter,_Series_B,18,30,8000000,Content Marketing,192,0,0,2.083333333,0.984375,0.34375,0.255208333,100.8802083,0.3125,0.239583333,0.203125,0.0,0.0,22.16107935,9.058550999,0.619544251,0.503884345,31.6216379,0.593375295,0.495947803,0.416153698,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.046374048,0.085136954,0.111111111,0.222222222,3.0089955551439265,7.335919388263486,9.17374464897733,0.0,0.0,0.2847718650281674,0.392519740417583,0.26546259419405516,0.19631165433921202,35.76101655861604,0.24415524097834632,0.18615024057671276,0.1997244129118301,0.0,0.0,0.6613749937709003,1.0277920848947184,0.4146925759663283,0.42637257876008644,1.5860331862162604,0.4008350215653905,0.4252264655057623,1.1773129177021426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.05526566028196194,0.11781664289494591,0.170150606409794,0.5281485430996705,15.89495209964411
138,Brighter,_Series_C,110,81,15000000,Content Marketing,211,0,0,0.639810427,0.706161137,0.369668246,0.18957346,98.17061611,0.293838863,0.184834123,0.156398104,0.0,0.0,2.149889911,3.945933404,0.913303467,0.480163968,33.61872054,0.855742481,0.477051805,0.364096158,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.045533945,0.054361099,0.022222222,0.066666667,4.876130788001433,11.986943913903158,9.437760261707666,0.0,0.0,0.23772983587646357,0.34230845038150615,0.28071538048738887,0.15510521626616122,35.05927044361117,0.23259092564174522,0.1513978715158805,0.15434891153979804,0.0,0.0,0.547787396415007,0.8853663655079511,0.5307085035359882,0.4090548473310306,1.5952048349542607,0.5073272774559153,0.4110944994100833,0.9068756088866713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.054090400768710745,0.06679759545832595,0.02415838805846586,0.08589090316834724,16.523560759066484
139,Brightpearl,_Series_B,43,99,8000000,,168,134,58,0.255952381,0.589285714,0.452380952,1.005952381,127.1964286,0.422619048,0.976190476,0.583333333,0.047619048,0.0,0.665641142,1.074084248,0.824835486,1.47025202,37.39628515,0.815251505,1.418240375,0.494480513,0.213595505,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.020520318,0.046206393,0.0,0.036697248,3.89126271977009,13.177422205630995,8.80850815963809,5.685901638865229,4.2387121956843705,0.157990281632135,0.3135376305341023,0.3262087355038762,0.4549505109796151,42.317835763094976,0.3067830753433614,0.4434511203781449,0.558419371390856,0.04019693516368419,0.0,0.3566716143780253,0.5472968108560915,0.49900997679900094,0.9976211807690467,1.6105143923190754,0.49257236582140773,0.9958937946180566,1.6896139980694205,0.19935363228145078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.022165151356523097,0.05503055619096722,0.0,0.04214756239722479,15.89495209964411
140,Brightpearl,_Series_C,74,81,10000000,,198,252,148,0.373737374,0.409090909,0.787878788,1.01010101,127.2575758,0.752525253,0.984848485,0.666666667,0.04040404,0.0,0.677197249,0.818143362,1.142379094,1.805209323,41.06920392,1.110343015,1.800950885,0.523556754,0.197404062,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,4.457234744084229,11.986943913903158,9.259296678331506,6.539683344102798,5.248118729104735,0.19322554018425173,0.2554414342751934,0.47248167122979323,0.4557720527470387,42.33258172951851,0.45119324806114247,0.44517078235032165,0.6348696149740866,0.034959790743784865,0.0,0.35987397302361096,0.4713173362529141,0.6026417112101748,1.1540056458357761,1.6233366328778336,0.5891551451802978,1.185599399323164,1.9170735819840352,0.18514292990735232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,,,,,16.11809565095832
141,Bromium,_Series_C,102,158,40000000,Advertising,184,71,27,0.614130435,1.413043478,1.489130435,0.413043478,119.1956522,1.391304348,0.39673913,0.516304348,0.413043478,0.043478261,1.421157961,4.234007968,1.489449711,0.791376665,45.32860932,1.440677753,0.746716102,0.532809273,0.504670512,0.20448755,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.034170015,0.053835835,0.016260163,0.048780488,4.796019666526821,16.354317656680884,9.056279074644314,4.862442310972235,3.4393322525724948,0.23476839905731325,0.44011450171950867,0.6636706835322609,0.2774738461531803,40.370135552462784,0.6259416369031416,0.26830212656400076,0.4964076524183783,0.13850126868309276,0.03546999580420077,0.4899848320950037,0.9000484142658158,0.6904279414615158,0.620858998154394,1.6362140567954417,0.6736914592520848,0.6014318243664741,1.9941464257633734,0.43482884799487354,0.16982395489843483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.03886928174910799,0.06601893315284592,0.01728338594322566,0.05867140962242308,17.50439001207821
142,BuyVIP,_Series_C,5,0,20000000,Online Shopping,231,150,92,0.021645022,0.0,0.151515152,0.112554113,94.004329,0.134199134,0.112554113,0.350649351,0.021645022,0.0,0.173101816,0.0,0.382764371,0.379207372,34.35688626,0.366177831,0.379207372,0.478209535,0.145837535,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0347548,0.053247993,0.043902439,0.03902439,1.8155295783605616,0.0,9.695828204167869,5.835846579024714,4.73233596775924,0.0206447164575478,0.0,0.13398090032718288,0.09947595340616736,33.969182825995915,0.11973765831566766,0.09925605933817222,0.34099783046764454,0.020002794237733927,0.0,0.1419915468706354,0.0,0.2926057906937632,0.332812111669336,1.5983924508049028,0.2818848595038401,0.33572031274706965,1.5716300984748723,0.1389708125911832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.03962254509959017,0.06515093590784743,0.051828075256895166,0.0452195606019116,16.811242831518264
143,BuyWithMe,_Series_A,1,31,5500000,Productivity Software,192,7,5,0.005208333,0.161458333,0.223958333,0.322916667,119.6510417,0.208333333,0.322916667,0.953125,0.0,0.036458333,0.072168784,0.541448473,0.454009431,0.716226173,23.79775384,0.444080712,0.716226173,0.386812217,0.0,0.187917656,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.058276412,0.109836806,0.023255814,0.186046512,0.696685369967274,7.461046301327864,9.17374464897733,2.211912730802046,1.8224320791919624,0.005148696144048461,0.13110193409707116,0.1877384866388885,0.2338852065912442,40.481994409488635,0.1754957256514414,0.2325846383909579,0.8927358046681958,0.0,0.030695294118841508,0.06616899546965942,0.36356707749750233,0.3327621195498265,0.5725374506681171,1.539740723505804,0.3261679789424298,0.5810407084618687,1.0186842402276102,0.0,0.15823623208016022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.07269387293993966,0.1673624359353077,0.025381071780085675,0.38293048708727767,15.520258650202699
